W_PCT,AGE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3
0.552,38,1.8,4,0.459,0.2,0.4,0.524,1,1.3,0.779,0.5,1.8,2.2,3.4,1.1,0.6,0.2,0.4,1.3,1.4,4.9,0.8,13.8,0,0
0.75,22,0.8,1.7,0.485,0.1,0.3,0.154,0.2,0.3,0.7,0.9,1.5,2.4,0.4,0.5,0.5,0.3,0.1,1.9,0.4,1.9,0.7,7,0,0
0.357,28,5.3,12,0.442,0.7,2.6,0.278,2,2.4,0.824,1.6,3.6,5.3,1.1,1.4,0.3,1.2,0.5,2.4,2.5,13.3,-2.9,24.6,4,0
0.667,33,1.8,3.6,0.513,0,0.1,0.2,1.4,2.6,0.513,1.2,2,3.2,1.6,1.2,0.9,0.4,0.4,1.4,2.2,5,-1.1,14,1,0
0.597,29,3.5,5.6,0.627,0,0,0,0.3,1,0.344,2.7,7.3,10,1.7,1.4,0.7,1.8,0.2,3.1,1.4,7.3,4.6,27.9,13,0
0.423,26,3.6,8.7,0.418,0,0,0,1.4,1.9,0.755,2,3.5,5.6,1.1,1.3,0.2,1.1,0.5,1.2,1.6,8.7,-5.2,19.8,2,0
0.25,24,2.4,5.5,0.429,0.4,1.2,0.315,0.6,0.8,0.825,0.7,2.7,3.4,0.3,0.7,0.2,0.3,0.2,2,1,5.7,-2,11.2,3,0
0,28,0.2,0.2,1,0,0,0,0.2,1,0.167,0.3,2.5,2.8,0,0.3,0,0,0,1,0.8,0.5,0.3,3.6,0,0
0.682,38,1.3,4.2,0.315,0.4,1.9,0.195,0.8,1.1,0.72,0.4,2.1,2.5,0.3,0.3,0.4,0.1,0.1,1.3,0.9,3.8,2.5,8.6,0,0
0.385,21,1.5,4.3,0.356,0.3,1,0.245,0.8,1.3,0.638,0.9,2,3,0.3,0.9,0.4,0.2,0.3,1.8,0.9,4.2,-1.6,9,2,0
0.433,21,7.8,15,0.519,0,0.1,0.222,5.2,6.6,0.791,3.1,7,10,1.6,1.6,1.3,2.8,1,3,5.4,20.8,-1.7,46,36,0
0.421,28,3.1,6.8,0.458,1.2,2.6,0.451,0.9,1.1,0.828,0.4,1.5,1.8,0.8,0.7,0.5,0.2,0.1,1.3,1,8.4,0.6,13,0,0
0.349,24,1.6,4.1,0.386,0.4,1.4,0.295,1.2,1.6,0.754,0.5,2.4,2.8,0.7,0.9,0.6,0.4,0.3,1.5,1.2,4.8,-2.7,11.5,0,0
0.516,29,2,4.8,0.42,1.6,3.9,0.413,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.4,0.3,0.2,0.1,1.3,0.9,6.1,1.2,11.5,0,0
0.615,19,1.5,3.2,0.455,0.1,0.7,0.139,0.7,1.1,0.673,0.5,1.2,1.7,0.4,0.8,0.4,0.2,0.3,0.9,1.1,3.7,-1.7,7.3,0,0
0.4,26,0.2,1,0.2,0,0,0,0.2,0.4,0.5,0.4,1.2,1.6,0.6,0.2,0,0,0.2,0.6,0.6,0.6,-1.2,3.2,0,0
0,23,1.3,3.2,0.421,0,0,0,0.3,0.4,0.8,0.9,2,2.9,0.2,0.6,0.7,0.3,0.3,1.8,0.4,3,-4.8,9.2,0,0
0.774,27,1.3,3.1,0.436,0,0,0,0.4,0.4,0.905,1.1,1.7,2.7,0.6,0.7,0,0.1,0.3,1.5,0.7,3,0.5,7,0,0
0.288,28,6.4,13.8,0.459,1.8,4.1,0.427,3.8,4.6,0.815,0.4,3.2,3.6,3.4,2,0.5,0,0.8,1.9,3.3,18.2,-5,27.2,1,0
0.727,26,1.1,3.1,0.353,0.5,1.7,0.324,0.3,0.5,0.6,0.2,1,1.2,0.4,0.2,0.2,0.2,0,0.8,0.4,3,0.1,5.9,0,0
0.391,21,2.8,6.9,0.405,0.5,1.4,0.364,1.6,2.5,0.636,0.4,1.5,1.9,2.3,1.1,0.7,0.1,0.7,1.9,1.9,7.7,-0.2,14.6,1,0
0.317,23,6,13.8,0.438,1.3,3.3,0.395,1.5,1.9,0.804,0.8,3,3.8,1.4,1.6,1.1,0.2,0.7,2.4,1.8,14.9,-2.1,23.6,1,0
0.421,31,1.9,5.7,0.343,0.4,1.5,0.276,0.9,1.1,0.81,0.2,1.3,1.4,1.1,1.1,0.5,0.1,0.5,0.9,1.1,5.2,1,9.4,0,0
0.341,21,3.1,8.3,0.376,1.2,3.6,0.32,1.4,1.7,0.804,0.6,2.2,2.9,1,1.2,0.5,0.2,0.5,2.5,1.5,8.8,-2.5,14.9,0,0
0.439,31,1.9,4.3,0.438,0.5,1,0.452,0.6,0.7,0.833,0.2,1.2,1.4,2.8,1.1,0.6,0.1,0.2,1.2,1,4.9,-2.5,11.7,1,0
0.567,29,0.4,0.8,0.478,0,0,0,0.2,0.4,0.545,0.5,0.9,1.4,0.1,0.3,0.1,0.3,0.1,0.8,0.4,0.9,-0.1,3.5,0,0
0.545,21,1.1,1.9,0.611,0,0,0,0.6,1.2,0.517,1.4,3.4,4.8,0.1,0.5,0.1,1.1,0.3,1.6,1.1,2.9,-0.5,11.8,1,0
0.7,25,9,17,0.528,0.2,0.6,0.273,6,8.4,0.715,2.4,7.1,9.5,3.9,2.8,1.2,0.6,0.8,3.3,7.3,24.1,7.1,43.8,43,1
0.759,32,3.8,7.3,0.521,0.6,1.4,0.402,0.9,1.2,0.739,0.9,3.2,4.1,2.8,1.5,0.6,0.4,0.3,1.8,1.4,9.1,4,19.6,2,0
0.548,21,6.6,15.7,0.419,1.9,4.7,0.402,2,2.6,0.788,0.7,3,3.7,3.3,1.8,1,0.2,0.5,2.1,2.3,17.1,1.5,28.5,1,0
0.621,26,3.9,5.7,0.677,0,0,0,1.3,1.8,0.726,1.8,2.4,4.2,0.5,0.6,0.6,0.9,0.3,1.6,1.3,9.1,2.1,18.8,2,0
0.305,29,4.3,8.8,0.486,0,0.1,0.333,2.5,2.9,0.858,2,3.8,5.7,1.1,1.2,0.4,0.9,0.6,2.3,2.3,11.1,-4.9,22.3,5,0
0.294,22,1.1,2.5,0.422,0,0.2,0.2,0.7,1,0.642,0.7,1.4,2.1,0.5,0.7,0.5,0.2,0.2,1.8,1.2,2.8,-0.6,7.4,0,0
0.35,24,5.3,14.2,0.373,1.9,5.7,0.337,3,4,0.751,0.7,2.3,3.1,7.6,2.7,1.3,0.1,0.6,2,2.9,15.5,-2.3,32,18,0
0.181,22,6.4,15.2,0.422,1.5,4.7,0.325,3.6,4.5,0.802,0.6,2.9,3.5,4.9,2.6,1,0.2,0.8,2,4.5,17.9,-6.1,30.5,4,0
0.342,28,0.8,2.4,0.333,0.4,1.2,0.34,0.1,0.1,0.6,0.1,1,1.2,0.6,0.5,0.1,0.2,0.1,0.8,0.2,2.1,-2.5,5,0,0
0.389,28,3.4,8.1,0.42,0.9,2.5,0.36,1.7,1.8,0.94,0.2,1.7,1.9,3.3,1.3,0.6,0.1,0.4,1.8,1.8,9.4,-1.9,17.3,0,0
0.412,26,7.6,13.5,0.563,0,0.1,0,5.5,6.8,0.817,2.3,3.7,6,0.9,1.6,0.5,1.8,0.8,3.1,5.1,20.7,-1.2,34.6,0,0
0.356,25,1.6,3.7,0.442,0.7,2,0.371,0.2,0.4,0.5,0.5,1.5,2,0.3,0.6,0.3,0.2,0.2,1.4,0.4,4.2,-3.1,8.3,0,0
0.762,30,2.3,5.3,0.437,0.8,2.3,0.366,1.1,1.4,0.784,0.3,1.3,1.6,1.7,1,1,0.1,0.2,1,1.6,6.6,2.2,13.3,0,0
0.553,22,1.9,4.7,0.416,0.8,2.1,0.375,0.6,0.9,0.676,0.2,1.1,1.3,0.7,0.9,0.4,0.1,0.3,1.4,0.7,5.3,-0.5,8.2,0,0
0.412,27,3.5,8,0.435,1.6,4.1,0.393,1.3,1.5,0.853,0.4,1.7,2,1,0.9,0.9,0.3,0.3,2,1.3,9.9,0.9,16.5,0,0
0.278,30,1.7,3.3,0.517,0,0,0,0.8,0.9,0.824,0.8,2.3,3.2,0.3,0.5,0.2,0.1,0.2,1.9,1.1,4.2,-3.7,8.6,0,0
0.566,32,5.9,12.9,0.456,0,0,0,1.9,2.5,0.767,1.8,6.5,8.3,1.6,2,0.7,0.3,1.2,2.8,2,13.7,-0.4,27,25,0
0.455,30,9.6,21.3,0.452,2.2,5.4,0.402,6,7,0.848,1.9,6.2,8.1,3.1,2.6,1.2,0.7,0.9,2.9,5.7,27.4,1.4,45,22,0
0.375,34,3.8,9.6,0.394,1.8,4.4,0.394,1.1,1.3,0.84,0.4,3.7,4.1,1.5,1.1,0.8,0.3,0.2,2.1,1.1,10.5,-2.7,19.9,2,0
0.286,23,1,2,0.5,0.3,0.7,0.4,0.4,0.6,0.75,0.1,0.7,0.9,0.6,0.6,0,0,0.1,0.6,0.7,2.7,0.6,4,0,0
0.458,29,1.9,4.5,0.42,1,2.6,0.391,0.8,1.1,0.738,0.2,1.6,1.9,0.6,0.6,0.5,0.1,0.2,1.2,1,5.6,-2.1,9.8,0,0
0.333,24,2,4.7,0.429,0.8,2.3,0.333,0.6,0.7,0.833,0,1,1,1.1,0.6,0.9,0,0.1,1.2,1,5.3,-0.6,10.3,0,0
0.676,25,6.3,13.3,0.472,1.8,4.7,0.37,2.2,3,0.742,0.9,4.6,5.5,4,1.9,1.2,0.4,0.9,2.3,2.6,16.6,4.4,32,7,0
0.585,31,4.1,9.5,0.432,2,5.3,0.37,1,1.2,0.821,0.9,4.2,5.1,1.2,1.1,0.7,0.8,0.2,3,1.5,11.1,3.6,22.4,0,0
0.25,29,1.8,4.6,0.38,0.7,2.8,0.25,0.4,0.7,0.571,0.3,1.4,1.7,0.3,0.4,0.2,0.3,0.2,0.8,0.5,4.6,-3.6,8.1,0,0
0.512,26,2.4,6.2,0.394,1,2.9,0.35,0.8,1,0.821,0.5,2,2.5,0.8,0.6,0.5,0,0.2,1.4,0.9,6.7,0,11.8,0,0
0.368,37,1.3,4.2,0.304,0.7,2.5,0.292,0.5,0.6,0.833,0.2,1.3,1.5,2.2,1.3,0.4,0.1,0.1,1.3,0.9,3.8,-2.2,9,0,0
0.681,35,2.5,3.8,0.644,0,0.2,0.25,1.7,2.3,0.71,1.8,3.5,5.3,0.3,0.7,0.4,1.3,0.2,2.3,2.2,6.6,2.3,18,1,0
0.214,24,0.6,2.1,0.267,0.4,1.9,0.222,0,0,0,0.3,0.9,1.2,0.2,0.2,0.4,0,0,0.9,0.3,1.6,-1.2,4.4,0,0
0.671,30,6.2,12.1,0.516,0.9,2.8,0.339,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.6,1,1,0.4,2.4,2.6,16.2,5.7,30.2,6,0
0.61,30,1.3,2.9,0.47,0.8,1.9,0.418,0.2,0.3,0.714,0.2,0.6,0.8,0.4,0.3,0.1,0.2,0.1,0.9,0.3,3.7,-0.1,5.7,0,0
0.551,27,2.3,5.1,0.44,1,2.7,0.386,1.3,1.7,0.805,0.3,2.1,2.4,1,0.7,0.6,0.3,0.2,1.2,1.3,6.9,-0.2,13.4,0,0
0.275,24,2.1,5.4,0.397,1.1,3.2,0.339,0.9,1.1,0.86,0.8,1.7,2.4,0.8,0.6,0.7,0.1,0.4,1.6,1,6.3,0.4,12.1,0,0
0.333,32,4.5,8.9,0.509,0,0.1,0,1.3,1.7,0.765,1.4,4.5,5.9,1.5,1.9,0.3,1,0.5,2.4,1.4,10.4,-1.5,21.7,6,0
0.71,29,6.5,14,0.467,1.3,3.4,0.368,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.3,2.5,0.1,0.5,2.5,4.5,19.1,8.5,45.6,39,0
0.52,24,1,2.7,0.373,0.3,0.8,0.368,0.7,1,0.72,0.7,1.5,2.2,0.2,0.7,0.4,0.1,0.2,1,0.9,3,-2.6,6.8,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0
0.125,25,2.6,4.4,0.6,0,0.1,0,0.8,1.9,0.4,1.3,1.3,2.5,0.6,0.6,0.9,0.6,0.4,2.1,1.5,6,-3.1,13.8,0,0
0.541,31,0.9,2.1,0.431,0,0,0,0.3,0.4,0.8,1.1,2.3,3.4,0.6,0.5,0.6,0.2,0.3,1.6,0.5,2.2,1,8.9,1,0
0.524,21,2.1,4.9,0.426,0,0,0,1.8,2.4,0.73,1.4,2.9,4.3,1.1,1.1,0.5,0.5,0.5,2.1,2,6,-1,14.7,1,0
0.565,25,0.7,1.3,0.541,0,0,0,0.6,0.7,0.867,0.8,2,2.8,0.3,0.4,0.2,0.7,0.1,0.9,0.5,2,-0.3,7.9,3,0
0.494,28,4.8,10,0.481,0.7,2.6,0.28,2,2.8,0.718,0.8,1.8,2.6,1.7,1.3,1.9,0.4,0.5,2.6,2.4,12.3,4.1,23.3,0,0
0.765,22,1.9,3.9,0.475,0.2,0.6,0.316,1.2,1.4,0.823,0.5,1.1,1.6,1.7,0.6,0.5,0.2,0.3,1.2,1.2,5,0,11,0,0
0.595,28,3.7,7.8,0.48,0.9,2.5,0.371,1.3,1.4,0.884,0.4,2,2.4,1.5,0.9,0.8,0.4,0.3,1.6,1,9.6,0.9,17.3,0,0
0.62,26,4.2,10.1,0.415,1.9,4.7,0.401,2.8,3.2,0.885,0.2,1.6,1.8,4.4,1.8,0.7,0,0.7,2.1,2.7,13.1,0.9,22.5,2,0
0,23,1,2.3,0.429,0,0,0,0.3,0.3,1,0.3,1.3,1.7,0,0,0,0,0.3,0,0.3,2.3,0.3,4.3,0,0
1,27,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0,0,-1,2.7,0,0
0.659,23,6.7,15.9,0.424,2.7,6.8,0.394,4.5,5.2,0.871,0.4,3.1,3.5,5.6,2.4,0.8,0.3,1,2.4,4,20.7,4.4,34,6,0
0.2,26,0.4,1.8,0.222,0,0.4,0,0.4,0.4,1,0.2,2.2,2.4,0.6,0.2,0,0.2,0,0.6,0.6,1.2,2.4,5.4,0,0
0.318,23,1,2.1,0.447,0,0,0,1,1.4,0.767,0.7,2,2.8,0.7,0.8,0.3,0.7,0.3,1.7,1.4,3,-1.6,9.5,1,0
0.756,31,2.8,7.5,0.378,1,3.1,0.336,1.5,1.6,0.94,0.8,2.5,3.2,1,1.1,0.3,0.4,0.4,1.5,1.3,8.2,2.3,14.6,0,0
0.794,27,3.2,7.4,0.432,1.9,4.7,0.415,0.7,0.9,0.794,0.4,3,3.4,1.5,1.1,1,0.9,0.2,1.6,0.8,9.1,4.9,19.9,1,0
0.481,27,2.9,6.3,0.464,0,0.1,0,0.5,0.8,0.567,1.4,2.7,4.1,1,0.5,0.8,0.7,0.2,1.8,0.8,6.3,-0.5,16.6,2,0
0,24,0,2.3,0,0,1,0,0,0.7,0,0,0.7,0.7,0.3,0.7,0.3,0,0,1,1.3,0,-1,1.6,0,0
0.311,24,1.6,3.7,0.44,0.6,1.7,0.325,0.6,0.8,0.806,0.2,1,1.2,1,0.5,0.5,0.2,0.1,2,0.6,4.4,1.1,9,0,0
0.593,23,1.4,3.6,0.406,0.4,1.4,0.316,0.6,1,0.654,0.3,0.7,1,1.6,1,0.5,0,0.2,1.2,1,4,-2.4,8,0,0
0.485,26,2.4,6,0.395,0.4,0.9,0.375,0.8,0.9,0.855,0.8,2.3,3.1,0.9,0.9,0.6,0.7,0.2,2.7,0.8,5.9,1.1,13.9,0,0
0.7,26,4.1,8.7,0.467,0.9,2.4,0.376,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.7,1.2,0.2,0.5,1.9,2.1,11.4,2.7,22.2,1,0
0.609,31,7.4,14.2,0.523,0,0,0,3.3,4.3,0.78,2.6,6.7,9.3,2.1,2.2,0.7,0.4,1.4,3,3.1,18.2,6.8,33.6,34,0
0.675,33,5.7,11.7,0.488,0.1,0.2,0.267,2.5,3.1,0.789,1.5,5.3,6.8,2.8,1.7,0.8,0.9,0.6,2.3,2.9,14,5.1,29.7,8,0
0.695,25,4.2,6.3,0.676,0,0,0,2,4.6,0.428,4,9.5,13.6,0.9,1.5,1,2.5,0.4,3.2,3.8,10.4,6,36.9,42,0
1,26,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3.2,0,0
0.59,25,2.7,5,0.534,0,0,0,1,1.6,0.636,1.8,2.9,4.7,0.9,1,0.8,0.3,0.6,2.5,1.2,6.4,-0.1,15.5,2,0
0.57,24,7.6,17.8,0.429,0.8,2.7,0.305,6.6,8,0.824,0.6,3.7,4.3,4,2.2,1.1,0.4,0.7,2.5,5.7,22.7,2.3,35.9,2,0
0.394,23,8.3,16.8,0.496,0,0.1,0,6.1,8.4,0.726,3.1,8.6,11.7,2.9,3.5,1.5,1.3,1.5,3.8,7.5,22.7,-0.2,46.1,53,0
0.507,27,4.1,8.8,0.47,1.3,3.7,0.362,1.5,1.9,0.773,1.5,4.1,5.5,1.8,1.1,1.5,0.3,0.5,2.6,1.8,11.1,1.4,24.7,3,0
0.429,20,1.5,3.8,0.383,0.2,0.9,0.238,0.6,0.9,0.674,0.1,1.1,1.2,1.9,1.2,0.3,0,0.3,1.1,1.2,3.7,-4.2,7.8,0,0
0.728,39,1.7,4.5,0.391,1.1,2.8,0.384,0.7,0.9,0.775,0.1,1.4,1.5,1.4,0.6,0.9,0,0.1,1.9,1.5,5.2,2.9,11.3,0,0
0.578,30,5,11.2,0.45,1.5,4.2,0.366,2.7,3.4,0.801,0.2,2.4,2.6,6.1,2.2,1.5,0.2,0.5,2.3,3,14.3,2.9,29.4,5,0
0.342,22,5.3,10.2,0.522,0,0,0,2.6,3.9,0.669,2.7,6,8.7,1.2,1.8,1,1.5,0.9,3.2,3.1,13.3,-4.6,31.4,25,0
0.5,25,5.8,16.4,0.354,1.6,4.7,0.34,2.7,3.2,0.844,0.9,2.3,3.2,4.3,3.4,0.5,0.1,1.8,1.5,2.3,15.9,-3.2,24.6,0,0
0.372,23,2.6,6.2,0.427,0.3,1.3,0.263,2.4,3.3,0.718,0.9,3.2,4.1,0.7,1,0.6,0.3,0.4,1.5,2.2,8,-2.3,15.7,5,0
0.6,31,2.4,6.4,0.378,0.8,2.5,0.307,2.3,2.9,0.8,0.2,1.9,2.1,4.5,1.5,0.7,0.1,0.4,1.8,3,7.9,3.9,17.9,1,0
0.226,24,1.2,2.7,0.458,0,0,0,0.7,1,0.656,1.2,2.9,4.1,0.2,0.6,0.2,0.7,0.1,2.1,1.1,3.1,-1.9,10.5,0,0
0,26,0,0.5,0,0,0,0,0,1,0,1.5,0,1.5,0,0,0,0,0,0,0.5,0,-1,1.8,0,0
0.324,25,1.4,3.7,0.381,0.5,1.4,0.375,0.1,0.2,0.833,0.2,1.2,1.4,1.7,1.1,0.6,0.1,0.2,1.1,0.3,3.5,-1.6,8.6,0,0
0.4,22,6.1,14.2,0.433,1.3,3.6,0.368,2.3,3.4,0.685,0.5,2.3,2.8,3,2.2,0.9,0.2,0.9,2.2,2.7,15.9,-0.8,25,1,0
0.484,27,0.7,2,0.355,0.3,1,0.29,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.2,0.1,0.1,0.1,0.6,0.4,2.3,-0.7,4.4,0,0
0.6,36,7.9,15.9,0.497,1.6,4.1,0.398,4.2,4.7,0.899,0.5,5.7,6.2,2.7,1.5,0.9,0.6,0.2,2.1,4.7,21.7,4,36.2,6,0
0.646,26,0.9,2.4,0.376,0.2,0.9,0.238,0.3,0.4,0.6,0.1,0.8,0.9,1,0.5,0.2,0,0.2,0.4,0.5,2.3,-1.6,5.2,0,0
0.677,23,2.1,4.8,0.443,0.3,1.4,0.25,0.9,1.5,0.604,1,2.7,3.6,0.5,0.8,0.3,0.3,0.3,2.1,1.7,5.5,0.8,11.9,3,0
0.706,28,1.6,4.4,0.374,1,3,0.342,0.8,1,0.754,0.4,2.4,2.8,0.9,0.6,0.3,0.2,0.1,0.9,0.6,5,0.8,11,0,0
0.245,22,1.2,3,0.394,0.7,1.7,0.4,0.5,0.7,0.806,0.2,0.8,0.9,0.8,0.5,0.2,0,0.1,1,0.5,3.6,0,6.1,0,0
0.622,24,2.3,5.6,0.407,0.7,2,0.333,1,1.5,0.667,1,3.9,5,1.9,1.1,1.2,0.9,0.3,2.8,1.7,6.2,1.8,20.3,4,0
0.545,32,3.5,6.5,0.531,0.3,0.8,0.412,1.1,1.2,0.889,1.7,3.5,5.2,0.7,0.8,0.5,0.3,0.4,2.4,1.5,8.3,-1.3,17.1,1,0
0.357,25,1.1,3.4,0.313,0.4,1.2,0.294,0.6,0.6,0.889,0.3,1.4,1.6,0.7,0.7,0.6,0,0.3,0.8,0.9,3.1,0,7.1,0,0
0.676,28,6.7,11.3,0.591,0,0.1,0.286,4.9,9,0.547,3.3,8.9,12.2,1.8,3.2,0.8,1.8,1.1,3.4,6.7,18.3,4.8,40.4,47,0
0.667,32,7.7,14.1,0.545,0.2,0.6,0.281,3.5,4.8,0.733,1.1,3.4,4.5,4.7,3,1.5,0.5,0.4,2,3.8,19,2.6,34.4,4,0
0.278,25,2.5,5.8,0.428,0.7,2,0.354,0.7,0.9,0.765,0.4,1.4,1.7,1.4,0.7,0.8,0.2,0.4,1.3,0.8,6.3,-1.9,12.6,0,0
0.407,26,1.8,4.8,0.372,0.8,2.3,0.336,0.4,0.6,0.647,0.4,2.2,2.6,0.3,0.6,0.3,0.5,0.3,1.2,0.5,4.8,-2.5,10.2,0,0
0.708,35,0.1,0.5,0.273,0.1,0.3,0.286,0.2,0.2,1,0.2,0.4,0.6,1.2,0.7,0.2,0,0,1.4,0.5,0.5,-0.4,3,0,0
0.603,25,2.5,4.6,0.534,0,0,0,0.7,1.4,0.528,1.5,2.7,4.1,0.4,0.6,0.3,0.7,0.4,1.8,1.1,5.7,0.9,13.5,4,0
0.167,27,1.4,3.4,0.399,0,0,0,0.7,1.1,0.638,1.5,2.1,3.5,0.7,0.9,0.4,1,0.4,2.3,1.1,3.4,-4,12.1,1,0
0.5,24,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,1,0,-3,2.9,0,0
0.194,25,2.1,5,0.415,0.6,1.9,0.296,1.3,1.8,0.731,0.4,1.5,1.9,1.1,1,0.5,0,0.5,1.9,1.3,6,-5.4,10.7,0,0
0.466,35,2.5,4.5,0.539,0,0,0,0.8,1.3,0.649,1.3,3.6,4.9,1,0.8,0.5,1.2,0.2,2.6,1.2,5.7,-0.8,17.6,3,0
0.288,22,5.2,10.7,0.491,0,0,0,1.9,2.6,0.73,2.8,4.7,7.5,0.9,1.8,0.4,0.5,0.9,2.9,2.5,12.3,-6,23.5,24,0
0.651,24,6.2,12.9,0.477,1.2,3.3,0.357,4.3,5.5,0.772,0.6,4.1,4.7,5.5,3.3,1.6,0.3,0.7,2.3,4.3,17.7,3.2,34,4,0
0.406,25,5.6,12.8,0.436,1.6,4,0.391,2.7,3.5,0.785,0.5,2.1,2.6,3.3,2.1,1.2,0.2,1,1.8,2.9,15.4,-4.2,25.3,0,0
0.355,27,1,3.3,0.317,0.4,1.2,0.324,0.2,0.4,0.545,0.3,1,1.3,1.7,0.9,0.3,0.1,0.1,0.5,0.4,2.6,-5.5,6.9,0,0
0.542,23,0.1,0.5,0.231,0,0.1,0,0,0,0,0.1,0.3,0.3,0.1,0.1,0,0.2,0,0.3,0,0.3,-2.1,1.2,0,0
0.182,27,4.3,10.5,0.409,0.7,2.4,0.282,1.9,2.4,0.823,1.9,4.3,6.2,1.3,1.1,0.8,0.1,0.5,2.5,2.8,11.2,-4.9,22.5,8,0
0.461,21,3,7.2,0.419,1.2,3.1,0.376,1.2,1.6,0.756,0.4,2.2,2.7,1.5,1.3,0.4,0.1,0.4,2.4,1.4,8.4,0.1,14.1,0,0
0.358,25,5.4,12.6,0.425,0.6,1.9,0.321,2.6,3.2,0.813,0.8,4.3,5,3.2,2.3,0.8,0.1,1.3,2.4,2.6,14,-4.7,25.3,9,0
0.6,32,2.1,5.3,0.401,1.3,3.5,0.358,0.2,0.3,0.526,0.4,1.8,2.2,1.1,0.5,0.5,0.6,0.2,2.2,0.5,5.7,0.6,12.8,0,0
0.581,26,1,2.8,0.349,0.2,0.6,0.25,0.3,0.4,0.667,0.2,0.7,0.9,2,1,0.1,0,0.3,1,0.4,2.4,0,5.9,0,0
0.533,28,0.7,1.9,0.362,0.1,0.4,0.207,0.4,0.6,0.698,0.3,0.6,0.9,1,0.6,0.5,0.1,0.1,1,0.7,1.8,-1.1,5.6,0,0
0.365,29,3.7,9.1,0.41,1.3,3.5,0.378,1.8,2,0.895,0.2,1.5,1.7,1.6,1.2,0.3,0,0.3,1.3,1.8,10.5,-3.3,14.8,0,0
0.658,28,3.6,8.1,0.442,1.3,3.4,0.365,1.9,2.3,0.807,0.7,3,3.7,3.5,1.2,1,0.3,0.4,2.1,2.6,10.3,4.2,22.6,0,0
0.585,28,5.5,12.3,0.445,2.5,6.2,0.4,2.4,2.8,0.848,0.6,2.8,3.4,1.5,1.8,0.9,0.5,0.3,2.7,1.9,15.8,0.5,24.4,0,0
0.519,26,5.2,12.1,0.433,0.5,1.5,0.348,3.1,4,0.761,0.4,3.6,4,2.6,1.5,0.7,0.4,0.5,2.1,3.5,14,-0.9,24.5,0,0
0.328,31,2,4,0.504,0.3,1.1,0.297,0.8,1.7,0.465,0.6,3,3.7,2.5,1.7,1.3,0.2,0.3,1.4,2.2,5.1,-3,16.1,1,0
0.182,19,2.2,5.4,0.414,0.5,1.5,0.347,1.8,2.6,0.683,1,3.4,4.4,1.9,1.6,0.8,0.8,0.4,2.2,2.2,6.8,-2.3,18.2,2,0
0.265,26,1,2.9,0.351,0.2,1.1,0.179,0.2,0.3,0.8,0.4,0.9,1.4,0.3,0.3,0.2,0,0,0.6,0.3,2.4,1.1,4.8,0,0
0.441,28,4,8.7,0.457,0.1,0.2,0.364,1.4,2,0.693,1.6,3.6,5.2,1.1,1.1,0.9,0.4,0.7,2.3,2,9.4,-2.4,20,5,0
0.182,23,1,3.4,0.297,0.5,1.5,0.294,0.5,0.6,0.714,0.4,1.5,1.8,0.6,0.8,0.5,0.1,0.1,0.6,0.5,2.9,1.2,7.1,0,0
0.592,28,7.3,14.4,0.505,1.6,3.9,0.408,4.2,5.5,0.76,0.9,2.3,3.2,5.9,2.8,1.4,0.3,0.8,2.7,4.8,20.3,4,35.2,7,0
0.299,24,5.5,13.4,0.413,1.1,3.6,0.304,4,4.9,0.816,0.8,4.3,5.1,5.2,2.8,1.4,0.5,0.7,2,5,16.2,-5.1,33.2,9,0
0.533,24,1.9,3.8,0.498,0,0,1,1,1.6,0.634,1.7,3.3,5,0.7,0.9,0.5,0.8,0.4,1.8,1.2,4.8,-0.7,14.8,9,0
0.354,24,6.1,12.4,0.497,0,0,0,2.9,4.5,0.657,3.1,6.1,9.3,2.1,2,1.1,0.6,1.3,2.5,3.7,15.2,-1.8,32.5,35,0
0.696,26,1.2,2.1,0.551,0,0,0,0.6,1,0.565,1,1.3,2.3,0,0.5,0.3,0.6,0.2,2.3,1.1,2.9,-1.4,7.9,0,0
0.636,23,1.6,2.5,0.643,0,0,0,0.2,0.5,0.4,1,1.5,2.5,0,0.5,0.1,0.2,0.5,1.5,0.4,3.5,-1.5,6.8,0,0
0.382,28,1.3,2.2,0.574,0,0,0,0.3,0.6,0.594,1.3,2.8,4.1,0.7,0.8,0.6,1,0.2,3.1,1.1,2.9,-3.1,13,0,0
0.582,27,3.5,8.3,0.421,1.4,3.7,0.377,1.2,1.4,0.88,0.3,1.9,2.2,4.1,1.6,0.4,0.1,0.4,1.8,1.2,9.6,2.1,18.1,1,0
